Symbol,Signal_Date,Mode,Entry,Target,Stop_Loss,Outcome,Gross_Return_%,Net_Return_%,Hold_Days
DIXON,2020-01-24,swing,835.04,1271.66,802.16,LOSS,-3.94,-4.24,90
DIXON,2020-04-30,swing,835.71,1136.13,757.9,WIN,35.95,35.65,90
DIXON,2020-06-02,swing,1008.1,1567.12,941.71,WIN,55.45,55.15,90
DIXON,2020-07-01,swing,1149.28,1846.62,1070.95,WIN,60.68,60.38,90
DIXON,2020-07-30,swing,1446.99,2357.83,1353.51,WIN,62.95,62.65,90
DIXON,2020-08-28,swing,1719.09,2808.27,1628.99,LOSS,-5.24,-5.54,90
DIXON,2020-09-28,swing,1754.86,2626.51,1603.56,WIN,49.67,49.37,90
DIXON,2020-10-28,swing,1893.77,2422.53,1766.37,WIN,27.92,27.62,90
DIXON,2020-11-26,swing,2177.24,2953.32,2062.02,WIN,35.65,35.35,90
DIXON,2020-12-29,swing,2692.54,4203.62,2525.12,WIN,56.12,55.82,90
DIXON,2021-01-28,swing,2789.06,4126.52,2563.52,WIN,47.95,47.65,90
DIXON,2021-02-26,swing,4037.51,6686.56,3769.43,LOSS,-6.64,-6.94,90
DIXON,2021-03-31,swing,3627.64,4991.43,3312.3,OPEN,15.49,15.19,90
DIXON,2021-05-04,swing,4241.71,5905.52,3991.57,LOSS,-5.9,-6.2,90
DIXON,2021-06-03,swing,4227.64,5356.4,4025.3,LOSS,-4.79,-5.09,90
DIXON,2021-07-02,swing,4401.91,5792.08,4206.53,LOSS,-4.44,-4.74,90
DIXON,2021-10-04,swing,4835.2,6372.34,4590.03,LOSS,-5.07,-5.37,90
DIXON,2021-11-03,swing,5482.84,7991.44,5032.98,LOSS,-8.2,-8.5,90
DIXON,2021-12-06,swing,5168.61,6772.29,4853.73,LOSS,-6.09,-6.39,90
DIXON,2022-01-04,swing,5506.4,6533.25,5235.31,LOSS,-4.92,-5.22,90
DIXON,2023-10-16,swing,5335.67,7325.45,5135.99,LOSS,-3.74,-4.04,90
DIXON,2023-11-16,swing,5250.04,6028.48,5055.41,WIN,14.83,14.53,90
DIXON,2023-12-18,swing,6311.83,8572.77,6013.61,LOSS,-4.72,-5.02,90
DIXON,2024-01-17,swing,6338.51,8200.02,6094.73,LOSS,-3.85,-4.15,90
DIXON,2024-02-19,swing,6372.98,8022.04,6117.57,WIN,25.88,25.58,90
DIXON,2024-03-20,swing,6941.08,8578.96,6610.34,WIN,23.6,23.3,90
DIXON,2024-04-24,swing,7760.42,10627.32,7425.04,WIN,36.94,36.64,90
DIXON,2024-05-27,swing,9290.74,13420.75,8883.8,LOSS,-4.38,-4.68,90
DIXON,2024-06-26,swing,11674.88,18327.44,11158.95,LOSS,-4.42,-4.72,90
DIXON,2024-07-26,swing,10901.4,15165.03,10270.53,WIN,39.11,38.81,90
DIXON,2024-08-27,swing,13382.71,20190.32,12751.58,LOSS,-4.72,-5.02,90
DIXON,2024-09-25,swing,14334.47,19484.08,13630.95,LOSS,-4.91,-5.21,90
DIXON,2024-10-25,swing,15048.6,20968.6,14359.93,LOSS,-4.58,-4.88,90
DIXON,2024-11-27,swing,15494.2,20654.25,14651.39,LOSS,-5.44,-5.74,90
DIXON,2024-12-27,swing,18030.13,24819.71,17303.85,LOSS,-4.03,-4.33,90
LALPATHLAB,2020-01-24,swing,780.42,923.88,742.16,LOSS,-4.9,-5.2,90
LALPATHLAB,2020-02-25,swing,782.59,916.93,741.09,LOSS,-5.3,-5.6,90
LALPATHLAB,2020-04-30,swing,754.33,987.13,691.56,OPEN,15.27,14.97,90
LALPATHLAB,2020-07-30,swing,914.19,1199.97,867.4,LOSS,-5.12,-5.42,90
LALPATHLAB,2020-08-28,swing,888.16,1123.58,851.08,LOSS,-4.17,-4.47,90
LALPATHLAB,2020-10-28,swing,1087.79,1446.1,1014.21,LOSS,-6.76,-7.06,90
LALPATHLAB,2020-11-26,swing,1074.0,1411.62,1011.72,LOSS,-5.8,-6.1,90
LALPATHLAB,2020-12-29,swing,1102.79,1419.86,1050.77,LOSS,-4.72,-5.02,90
LALPATHLAB,2021-01-28,swing,1128.04,1291.88,1077.81,LOSS,-4.45,-4.75,90
LALPATHLAB,2021-03-31,swing,1257.98,1536.15,1182.6,WIN,22.11,21.81,90
LALPATHLAB,2021-05-04,swing,1409.0,1873.09,1319.04,LOSS,-6.38,-6.68,90
LALPATHLAB,2021-06-03,swing,1399.69,1836.61,1332.9,WIN,31.22,30.92,90
LALPATHLAB,2021-07-02,swing,1571.95,1967.38,1501.34,WIN,25.16,24.86,90
LALPATHLAB,2021-08-03,swing,1793.18,2520.45,1686.76,LOSS,-5.93,-6.23,90
LALPATHLAB,2021-09-02,swing,2018.57,2893.6,1922.91,LOSS,-4.74,-5.04,90
LALPATHLAB,2021-12-06,swing,1791.82,2028.46,1680.42,LOSS,-6.22,-6.52,90
LALPATHLAB,2023-10-16,swing,1243.41,1519.32,1194.99,LOSS,-3.89,-4.19,90
LALPATHLAB,2023-11-16,swing,1285.02,1623.35,1232.1,LOSS,-4.12,-4.42,90
LALPATHLAB,2024-06-26,swing,1336.52,1715.87,1278.73,WIN,28.38,28.08,90
LALPATHLAB,2024-08-27,swing,1635.0,2154.43,1574.99,LOSS,-3.67,-3.97,90
LALPATHLAB,2024-09-25,swing,1649.68,2074.04,1599.64,LOSS,-3.03,-3.33,90
DRREDDY,2020-02-25,swing,607.81,711.13,586.45,LOSS,-3.51,-3.81,90
DRREDDY,2020-04-30,swing,742.6,1103.33,696.25,LOSS,-6.24,-6.54,90
DRREDDY,2020-06-02,swing,756.54,1138.18,716.71,OPEN,29.96,29.66,90
DRREDDY,2020-07-01,swing,754.89,998.86,725.56,WIN,32.32,32.02,90
DRREDDY,2020-07-30,swing,828.56,1015.35,796.57,WIN,22.54,22.24,90
DRREDDY,2020-08-28,swing,854.52,1038.82,826.75,LOSS,-3.25,-3.55,90
DRREDDY,2020-09-28,swing,984.56,1363.92,930.54,LOSS,-5.49,-5.79,90
DRREDDY,2020-10-28,swing,982.09,1223.23,938.9,LOSS,-4.4,-4.7,90
DRREDDY,2020-12-29,swing,1001.82,1155.17,965.6,LOSS,-3.62,-3.92,90
DRREDDY,2021-06-03,swing,1023.11,1340.76,992.49,LOSS,-2.99,-3.29,90
DRREDDY,2021-07-02,swing,1070.51,1341.85,1041.61,LOSS,-2.7,-3.0,90
DRREDDY,2023-08-14,swing,1143.2,1574.66,1112.18,LOSS,-2.71,-3.01,90
DRREDDY,2023-09-13,swing,1113.91,1359.11,1086.76,LOSS,-2.44,-2.74,90
DRREDDY,2023-12-18,swing,1097.35,1193.47,1064.78,LOSS,-2.97,-3.27,90
DRREDDY,2024-01-17,swing,1130.47,1276.27,1098.57,LOSS,-2.82,-3.12,90
DRREDDY,2024-02-19,swing,1240.21,1488.66,1201.98,LOSS,-3.08,-3.38,90
DRREDDY,2024-03-20,swing,1204.43,1375.35,1165.51,LOSS,-3.23,-3.53,90
DRREDDY,2024-06-26,swing,1193.34,1295.7,1158.37,WIN,8.58,8.28,90
DRREDDY,2024-07-26,swing,1353.42,1695.9,1313.0,LOSS,-2.99,-3.29,90
DRREDDY,2024-08-27,swing,1371.21,1740.39,1335.71,LOSS,-2.59,-2.89,90
EIDPARRY,2020-07-01,swing,263.36,467.91,242.12,OPEN,2.84,2.54,90
EIDPARRY,2020-07-30,swing,271.11,467.67,250.61,LOSS,-7.56,-7.86,90
EIDPARRY,2020-08-28,swing,276.35,389.9,258.98,LOSS,-6.29,-6.59,90
EIDPARRY,2020-11-26,swing,311.13,405.34,297.24,LOSS,-4.46,-4.76,90
EIDPARRY,2020-12-29,swing,313.08,410.22,295.79,LOSS,-5.52,-5.82,90
EIDPARRY,2021-01-28,swing,325.55,423.83,307.69,LOSS,-5.49,-5.79,90
EIDPARRY,2021-05-04,swing,383.26,514.16,357.28,OPEN,5.97,5.67,90
EIDPARRY,2021-06-03,swing,396.01,546.04,371.71,LOSS,-6.14,-6.44,90
EIDPARRY,2021-07-02,swing,394.92,543.3,365.81,LOSS,-7.37,-7.67,90
EIDPARRY,2021-08-03,swing,409.05,448.81,389.17,LOSS,-4.86,-5.16,90
EIDPARRY,2021-10-04,swing,407.43,467.46,385.97,WIN,14.73,14.43,90
EIDPARRY,2021-11-03,swing,442.17,554.29,416.21,LOSS,-5.87,-6.17,90
EIDPARRY,2021-12-06,swing,462.89,580.27,430.12,LOSS,-7.08,-7.38,90
EIDPARRY,2022-06-08,swing,531.89,732.58,496.03,LOSS,-6.74,-7.04,90
EIDPARRY,2022-07-07,swing,509.94,597.37,468.67,LOSS,-8.09,-8.39,90
EIDPARRY,2022-08-05,swing,538.48,667.1,511.17,LOSS,-5.07,-5.37,90
EIDPARRY,2022-09-08,swing,547.5,689.66,521.99,LOSS,-4.66,-4.96,90
EIDPARRY,2022-10-10,swing,600.71,738.85,569.0,LOSS,-5.28,-5.58,90
EIDPARRY,2022-11-10,swing,618.32,782.87,585.05,LOSS,-5.38,-5.68,90
EIDPARRY,2024-01-17,swing,580.55,764.65,559.82,LOSS,-3.57,-3.87,90
EIDPARRY,2024-02-19,swing,597.2,756.5,564.94,LOSS,-5.4,-5.7,90
EIDPARRY,2024-04-24,swing,617.75,731.15,586.59,WIN,18.36,18.06,90
EIDPARRY,2024-05-27,swing,626.15,752.15,596.19,WIN,20.12,19.82,90
EIDPARRY,2024-06-26,swing,767.5,1100.5,720.14,OPEN,1.97,1.67,90
EIDPARRY,2024-07-26,swing,766.55,1004.82,725.08,OPEN,16.94,16.64,90
EIDPARRY,2024-08-27,swing,812.1,1058.25,767.29,LOSS,-5.52,-5.82,90
EIDPARRY,2024-09-25,swing,824.8,936.85,785.09,LOSS,-4.81,-5.11,90
EIDPARRY,2024-11-27,swing,858.55,1004.12,809.74,LOSS,-5.69,-5.99,90
EIDPARRY,2024-12-27,swing,892.95,1090.13,839.19,LOSS,-6.02,-6.32,90
EIDPARRY,2025-06-02,swing,950.15,1385.45,903.57,OPEN,9.17,8.87,90
EIDPARRY,2025-07-01,swing,1110.0,1668.0,1050.37,LOSS,-5.37,-5.67,90
EIDPARRY,2025-07-30,swing,1208.8,1767.7,1156.83,LOSS,-4.3,-4.6,90
EIDPARRY,2025-10-31,swing,1077.2,1173.8,1036.96,LOSS,-3.74,-4.04,90
EIHOTEL,2021-06-03,swing,106.77,143.23,100.74,LOSS,-5.65,-5.95,90
EIHOTEL,2021-07-02,swing,109.83,150.89,104.02,LOSS,-5.29,-5.59,90
EIHOTEL,2021-10-04,swing,126.63,167.16,115.97,LOSS,-8.42,-8.72,90
EIHOTEL,2021-11-03,swing,139.52,199.4,130.02,LOSS,-6.81,-7.11,90
EIHOTEL,2022-02-03,swing,140.71,173.32,131.33,LOSS,-6.67,-6.97,90
EIHOTEL,2022-04-06,swing,158.15,212.4,148.07,LOSS,-6.37,-6.67,90
EIHOTEL,2022-09-08,swing,198.71,315.51,185.03,LOSS,-6.88,-7.18,90
EIHOTEL,2022-10-10,swing,188.78,279.19,175.22,LOSS,-7.18,-7.48,90
EIHOTEL,2022-12-09,swing,182.46,210.17,174.89,LOSS,-4.15,-4.45,90
EIHOTEL,2023-09-13,swing,237.06,287.91,222.08,LOSS,-6.32,-6.62,90
EIHOTEL,2023-11-16,swing,233.28,268.3,222.06,LOSS,-4.81,-5.11,90
EIHOTEL,2023-12-18,swing,242.12,290.4,231.6,LOSS,-4.34,-4.64,90
EIHOTEL,2024-01-17,swing,287.32,403.39,273.83,LOSS,-4.7,-5.0,90
EIHOTEL,2024-02-19,swing,392.07,639.7,361.13,OPEN,7.66,7.36,90
EIHOTEL,2024-03-20,swing,395.89,640.02,362.18,OPEN,4.25,3.95,90
EIHOTEL,2024-04-24,swing,464.93,722.1,428.64,LOSS,-7.81,-8.11,90
EIHOTEL,2024-05-27,swing,468.8,596.94,441.11,LOSS,-5.91,-6.21,90
EICHERMOT,2020-11-26,swing,2474.17,3282.82,2348.2,LOSS,-5.09,-5.39,90
EICHERMOT,2020-12-29,swing,2337.12,2940.19,2234.55,LOSS,-4.39,-4.69,90
EICHERMOT,2021-01-28,swing,2659.89,3747.13,2521.08,LOSS,-5.22,-5.52,90
EICHERMOT,2021-09-02,swing,2593.23,2891.54,2488.81,LOSS,-4.03,-4.33,90
EICHERMOT,2022-08-05,swing,3017.88,4044.11,2883.01,OPEN,8.44,8.14,90
EICHERMOT,2022-09-08,swing,3267.67,4420.84,3134.04,LOSS,-4.09,-4.39,90
EICHERMOT,2022-10-10,swing,3378.63,4195.67,3205.3,LOSS,-5.13,-5.43,90
EICHERMOT,2022-11-10,swing,3604.99,4441.55,3454.0,LOSS,-4.19,-4.49,90
EICHERMOT,2023-11-16,swing,3757.41,4586.43,3634.37,LOSS,-3.27,-3.57,90
EICHERMOT,2023-12-18,swing,3964.01,5102.93,3829.21,LOSS,-3.4,-3.7,90
EICHERMOT,2024-02-19,swing,3835.86,4293.1,3682.71,LOSS,-3.99,-4.29,90
EICHERMOT,2024-04-24,swing,4413.39,5736.92,4236.21,LOSS,-4.01,-4.31,90
EICHERMOT,2024-05-27,swing,4765.67,6495.69,4601.28,LOSS,-3.45,-3.75,90
EICHERMOT,2024-06-26,swing,4662.27,5927.58,4490.04,LOSS,-3.69,-3.99,90
EICHERMOT,2024-07-26,swing,4784.9,5378.42,4634.51,LOSS,-3.14,-3.44,90
EICHERMOT,2024-08-27,swing,4812.79,5448.15,4669.57,LOSS,-2.98,-3.28,90
EICHERMOT,2024-09-25,swing,4814.47,5261.44,4673.01,LOSS,-2.94,-3.24,90
EICHERMOT,2024-11-27,swing,4868.62,5376.61,4676.97,LOSS,-3.94,-4.24,90
EICHERMOT,2025-01-27,swing,5139.66,6054.2,4967.34,LOSS,-3.35,-3.65,90
EICHERMOT,2025-03-27,swing,5334.13,6370.62,5159.95,LOSS,-3.27,-3.57,90
EICHERMOT,2025-05-02,swing,5495.74,6774.63,5278.24,LOSS,-3.96,-4.26,90
EICHERMOT,2025-09-01,swing,6103.0,7396.68,5931.93,WIN,21.2,20.9,90
EICHERMOT,2025-09-30,swing,6985.0,9486.92,6797.8,LOSS,-2.68,-2.98,90
EICHERMOT,2025-10-31,swing,6889.0,8791.0,6710.04,LOSS,-2.6,-2.9,90
EICHERMOT,2025-12-02,swing,7125.5,8176.25,6907.17,LOSS,-3.06,-3.36,90
EICHERMOT,2026-01-01,swing,7312.5,8238.75,7118.02,LOSS,-2.66,-2.96,90
ELECON,2020-12-29,swing,18.64,30.46,16.84,WIN,63.41,63.11,90
ELECON,2021-01-28,swing,22.78,40.8,20.3,WIN,79.1,78.8,90
ELECON,2021-02-26,swing,29.02,47.44,26.45,LOSS,-8.86,-9.16,90
ELECON,2021-03-31,swing,31.39,47.43,28.17,WIN,51.1,50.8,90
ELECON,2021-05-04,swing,47.39,83.98,42.71,LOSS,-9.88,-10.18,90
ELECON,2021-06-03,swing,58.77,106.7,53.39,OPEN,39.68,39.38,90
ELECON,2021-07-02,swing,67.5,122.51,61.79,LOSS,-8.46,-8.76,90
ELECON,2021-08-03,swing,71.39,115.91,65.55,OPEN,35.95,35.65,90
ELECON,2021-09-02,swing,83.78,120.57,76.27,LOSS,-8.96,-9.26,90
ELECON,2021-10-04,swing,82.6,114.76,76.7,LOSS,-7.14,-7.44,90
ELECON,2021-12-06,swing,99.38,142.48,91.36,LOSS,-8.07,-8.37,90
ELECON,2022-01-04,swing,94.01,129.04,86.7,LOSS,-7.78,-8.08,90
ELECON,2022-06-08,swing,128.43,217.45,117.1,LOSS,-8.82,-9.12,90
ELECON,2022-07-07,swing,143.61,235.67,131.0,OPEN,46.68,46.38,90
ELECON,2022-08-05,swing,170.08,289.34,155.68,OPEN,20.74,20.44,90
ELECON,2022-09-08,swing,184.71,286.18,171.81,LOSS,-6.98,-7.28,90
ELECON,2022-11-10,swing,214.76,294.07,200.63,LOSS,-6.58,-6.88,90
ELECON,2022-12-09,swing,211.04,284.75,197.63,LOSS,-6.35,-6.65,90
ELECON,2023-04-13,swing,213.9,264.75,201.84,LOSS,-5.64,-5.94,90
ELECON,2023-05-16,swing,255.99,369.97,241.74,WIN,44.53,44.23,90
ELECON,2023-06-14,swing,284.85,442.12,270.08,LOSS,-5.19,-5.49,90
ELECON,2023-07-14,swing,355.61,578.28,334.05,LOSS,-6.06,-6.36,90
ELECON,2023-08-14,swing,413.94,646.69,392.31,LOSS,-5.23,-5.53,90
ELECON,2023-09-13,swing,392.13,572.29,363.64,LOSS,-7.27,-7.57,90
ELECON,2023-10-16,swing,414.73,513.11,388.78,LOSS,-6.26,-6.56,90
ELECON,2023-11-16,swing,441.55,580.16,413.14,LOSS,-6.43,-6.73,90
ELECON,2023-12-18,swing,453.97,611.21,426.6,LOSS,-6.03,-6.33,90
ELECON,2024-01-17,swing,512.25,725.08,482.35,LOSS,-5.84,-6.14,90
ELECON,2024-02-19,swing,505.81,608.99,472.81,LOSS,-6.52,-6.82,90
ELECON,2024-04-24,swing,558.48,793.97,517.78,LOSS,-7.29,-7.59,90
ELECON,2024-05-27,swing,568.13,818.08,532.41,LOSS,-6.29,-6.59,90
ELECON,2024-06-26,swing,661.7,952.76,615.03,LOSS,-7.05,-7.35,90
ELECON,2024-09-25,swing,657.13,801.1,627.0,LOSS,-4.59,-4.89,90
ELGIEQUIP,2020-12-29,swing,156.99,238.75,146.72,WIN,52.08,51.78,90
ELGIEQUIP,2021-01-28,swing,148.97,215.25,138.56,WIN,44.49,44.19,90
ELGIEQUIP,2021-02-26,swing,177.97,248.6,167.23,OPEN,21.79,21.49,90
ELGIEQUIP,2021-03-31,swing,180.68,228.23,168.78,WIN,26.32,26.02,90
ELGIEQUIP,2021-05-04,swing,212.08,291.63,194.64,LOSS,-8.22,-8.52,90
ELGIEQUIP,2021-08-03,swing,222.03,253.4,211.34,LOSS,-4.81,-5.11,90
ELGIEQUIP,2021-12-06,swing,292.29,440.39,270.8,LOSS,-7.35,-7.65,90
ELGIEQUIP,2022-01-04,swing,300.83,461.73,277.38,LOSS,-7.8,-8.1,90
ELGIEQUIP,2022-02-03,swing,376.87,628.58,344.39,LOSS,-8.62,-8.92,90
ELGIEQUIP,2022-03-07,swing,344.5,458.84,304.71,LOSS,-11.55,-11.85,90
ELGIEQUIP,2022-06-08,swing,375.38,557.3,346.8,LOSS,-7.61,-7.91,90
ELGIEQUIP,2022-07-07,swing,369.61,542.87,336.6,WIN,46.88,46.58,90
ELGIEQUIP,2022-08-05,swing,417.54,662.69,389.2,LOSS,-6.79,-7.09,90
ELGIEQUIP,2022-09-08,swing,551.51,869.42,516.22,LOSS,-6.4,-6.7,90
ELGIEQUIP,2022-11-10,swing,493.13,637.54,461.47,LOSS,-6.42,-6.72,90
ELGIEQUIP,2022-12-09,swing,522.07,709.89,495.62,LOSS,-5.07,-5.37,90
ELGIEQUIP,2023-05-16,swing,462.36,525.14,435.08,WIN,13.58,13.28,90
ELGIEQUIP,2023-07-14,swing,560.91,764.23,529.36,LOSS,-5.62,-5.92,90
ELGIEQUIP,2024-01-17,swing,539.28,645.11,518.65,WIN,19.62,19.32,90
ELGIEQUIP,2024-02-19,swing,636.1,823.12,591.14,LOSS,-7.07,-7.37,90
ELGIEQUIP,2024-03-20,swing,625.03,775.55,582.2,LOSS,-6.85,-7.15,90
ELGIEQUIP,2024-05-27,swing,642.8,743.94,611.99,LOSS,-4.79,-5.09,90
ELGIEQUIP,2024-06-26,swing,738.14,1004.32,692.78,LOSS,-6.15,-6.45,90
ELGIEQUIP,2024-07-26,swing,695.72,898.29,651.03,LOSS,-6.42,-6.72,90
ELGIEQUIP,2024-08-27,swing,717.14,951.83,670.78,LOSS,-6.46,-6.76,90
ELGIEQUIP,2024-09-25,swing,706.73,869.58,672.59,LOSS,-4.83,-5.13,90
EMAMILTD,2020-11-26,swing,376.83,486.41,358.45,LOSS,-4.88,-5.18,90
EMAMILTD,2020-12-29,swing,382.14,499.67,360.54,WIN,30.76,30.46,90
EMAMILTD,2021-01-28,swing,437.58,622.73,408.73,LOSS,-6.59,-6.89,90
EMAMILTD,2021-02-26,swing,423.43,490.73,397.77,WIN,15.89,15.59,90
EMAMILTD,2021-03-31,swing,450.99,551.27,424.57,OPEN,12.12,11.82,90
EMAMILTD,2021-06-03,swing,482.44,588.29,463.13,OPEN,1.47,1.17,90
EMAMILTD,2021-07-02,swing,513.29,620.24,489.0,LOSS,-4.73,-5.03,90
EMAMILTD,2021-08-03,swing,520.87,639.21,496.65,LOSS,-4.65,-4.95,90
EMAMILTD,2021-09-02,swing,547.06,642.77,518.98,LOSS,-5.13,-5.43,90
EMAMILTD,2024-01-17,swing,503.08,555.77,476.73,LOSS,-5.24,-5.54,90
EMAMILTD,2024-07-26,swing,775.53,1238.48,721.96,LOSS,-6.91,-7.21,90
EMAMILTD,2024-08-27,swing,786.88,1084.5,745.32,LOSS,-5.28,-5.58,90
EMCURE,2025-11-28,swing,1411.4,1620.8,1332.6,LOSS,-5.58,-5.88,90
EMCURE,2025-12-30,swing,1404.0,1553.55,1337.57,WIN,10.65,10.35,90
ENDURANCE,2020-12-29,swing,1241.58,1647.48,1180.66,LOSS,-4.91,-5.21,90
ENDURANCE,2021-01-28,swing,1363.61,1898.55,1292.54,LOSS,-5.21,-5.51,90
ENDURANCE,2021-02-26,swing,1411.78,1856.0,1331.93,LOSS,-5.66,-5.96,90
ENDURANCE,2021-03-31,swing,1436.25,1667.56,1352.85,LOSS,-5.81,-6.11,90
ENDURANCE,2021-06-03,swing,1455.87,1765.31,1380.84,WIN,21.25,20.95,90
ENDURANCE,2021-07-02,swing,1619.1,2173.39,1537.57,LOSS,-5.04,-5.34,90
ENDURANCE,2021-08-03,swing,1722.05,2392.65,1641.18,LOSS,-4.7,-5.0,90
ENDURANCE,2021-09-02,swing,1663.11,1966.09,1579.85,LOSS,-5.01,-5.31,90
ENDURANCE,2021-11-03,swing,1808.21,2218.41,1697.1,LOSS,-6.14,-6.44,90
ENDURANCE,2021-12-06,swing,1705.29,1961.11,1581.5,LOSS,-7.26,-7.56,90
ENDURANCE,2023-12-18,swing,1724.06,1998.45,1649.31,WIN,15.92,15.62,90
ENDURANCE,2024-01-17,swing,1938.31,2491.25,1789.9,LOSS,-7.66,-7.96,90
ENDURANCE,2024-04-24,swing,1853.03,2061.74,1761.83,WIN,11.26,10.96,90
ENDURANCE,2024-05-27,swing,2179.86,2878.82,2054.77,LOSS,-5.74,-6.04,90
ENDURANCE,2024-06-26,swing,2645.74,3989.08,2462.72,LOSS,-6.92,-7.22,90
ENDURANCE,2024-07-26,swing,2542.98,3527.42,2400.78,LOSS,-5.59,-5.89,90
ENDURANCE,2025-09-01,swing,2868.8,3584.46,2717.65,LOSS,-5.27,-5.57,90
ENGINERSIN,2021-03-31,swing,67.31,76.48,63.1,LOSS,-6.25,-6.55,90
ENGINERSIN,2021-06-03,swing,74.71,93.82,70.79,LOSS,-5.25,-5.55,90
ENGINERSIN,2022-12-09,swing,74.32,99.12,70.4,LOSS,-5.27,-5.57,90
ENGINERSIN,2023-01-09,swing,77.51,107.09,72.79,LOSS,-6.09,-6.39,90
ENGINERSIN,2023-02-08,swing,76.72,90.99,71.54,LOSS,-6.75,-7.05,90
ENGINERSIN,2023-05-16,swing,91.78,128.58,86.08,WIN,40.1,39.8,90
ENGINERSIN,2023-06-14,swing,106.18,164.57,100.45,OPEN,11.12,10.82,90
ENGINERSIN,2023-07-14,swing,116.41,180.05,110.11,LOSS,-5.41,-5.71,90
ENGINERSIN,2023-08-14,swing,143.02,215.48,134.27,LOSS,-6.12,-6.42,90
ENGINERSIN,2023-09-13,swing,140.05,189.66,130.7,LOSS,-6.68,-6.98,90
ENGINERSIN,2023-11-16,swing,140.29,180.68,131.63,WIN,28.79,28.49,90
ENGINERSIN,2023-12-18,swing,160.3,230.71,150.97,LOSS,-5.82,-6.12,90
ENGINERSIN,2024-01-17,swing,209.53,353.78,193.31,LOSS,-7.74,-8.04,90
ENGINERSIN,2024-02-19,swing,209.19,317.75,189.18,LOSS,-9.57,-9.87,90
ENGINERSIN,2024-05-27,swing,258.75,395.27,239.32,LOSS,-7.51,-7.81,90
ENGINERSIN,2024-06-26,swing,243.06,319.55,221.07,LOSS,-9.05,-9.35,90
ERIS,2020-08-28,swing,517.74,697.25,483.86,LOSS,-6.54,-6.84,90
ERIS,2020-11-26,swing,506.58,578.96,482.12,WIN,14.29,13.99,90
ERIS,2020-12-29,swing,577.65,728.59,548.45,LOSS,-5.05,-5.35,90
ERIS,2021-01-28,swing,592.89,749.43,560.15,LOSS,-5.52,-5.82,90
ERIS,2021-03-31,swing,592.06,663.97,556.11,WIN,12.15,11.85,90
ERIS,2021-05-04,swing,578.96,634.14,551.36,WIN,9.53,9.23,90
ERIS,2021-06-03,swing,678.27,862.63,643.0,OPEN,14.6,14.3,90
ERIS,2021-07-02,swing,745.84,1019.11,711.95,LOSS,-4.54,-4.84,90
ERIS,2021-08-03,swing,756.42,957.53,714.74,LOSS,-5.51,-5.81,90
ERIS,2021-10-04,swing,751.42,817.81,718.23,LOSS,-4.42,-4.72,90
ERIS,2021-11-03,swing,783.13,892.05,737.38,LOSS,-5.84,-6.14,90
ERIS,2022-01-04,swing,748.0,862.72,712.72,LOSS,-4.72,-5.02,90
ERIS,2023-09-13,swing,798.95,1010.14,761.22,LOSS,-4.72,-5.02,90
ERIS,2023-10-16,swing,880.55,1110.06,841.29,LOSS,-4.46,-4.76,90
ERIS,2023-11-16,swing,887.18,1030.12,842.72,LOSS,-5.01,-5.31,90
ERIS,2024-06-26,swing,1003.64,1263.33,954.47,WIN,25.87,25.57,90
ERIS,2024-07-26,swing,1058.23,1387.36,1004.34,WIN,31.1,30.8,90
ERIS,2024-08-27,swing,1260.64,1800.88,1195.12,LOSS,-5.2,-5.5,90
ERIS,2024-09-25,swing,1293.48,1740.77,1211.69,LOSS,-6.32,-6.62,90
ERIS,2024-11-27,swing,1460.13,1769.83,1382.61,LOSS,-5.31,-5.61,90
ERIS,2025-06-02,swing,1573.36,2171.42,1465.97,LOSS,-6.83,-7.13,90
ERIS,2025-07-01,swing,1674.81,2285.26,1567.72,LOSS,-6.39,-6.69,90
ERIS,2025-07-30,swing,1782.53,2360.23,1697.25,LOSS,-4.78,-5.08,90
ERIS,2025-09-01,swing,1790.59,2083.17,1702.42,LOSS,-4.92,-5.22,90
ESCORTS,2020-02-25,swing,799.31,1150.9,757.65,LOSS,-5.21,-5.51,90
ESCORTS,2020-06-02,swing,928.78,1532.88,865.18,LOSS,-6.85,-7.15,90
ESCORTS,2020-07-01,swing,993.35,1634.63,933.39,OPEN,20.87,20.57,90
ESCORTS,2020-07-30,swing,1089.62,1698.81,1023.76,OPEN,22.81,22.51,90
ESCORTS,2020-08-28,swing,1106.76,1451.17,1047.93,LOSS,-5.32,-5.62,90
ESCORTS,2020-09-28,swing,1151.99,1343.11,1074.55,LOSS,-6.72,-7.02,90
ESCORTS,2020-10-28,swing,1168.12,1358.6,1096.63,WIN,16.31,16.01,90
ESCORTS,2020-11-26,swing,1334.64,1726.79,1272.27,LOSS,-4.67,-4.97,90
ESCORTS,2021-12-06,swing,1797.68,2505.94,1710.89,LOSS,-4.83,-5.13,90
ESCORTS,2022-01-04,swing,1832.16,2501.99,1786.11,LOSS,-2.51,-2.81,90
ESCORTS,2022-04-06,swing,1795.94,2122.44,1704.36,LOSS,-5.1,-5.4,90
ESCORTS,2022-12-09,swing,2216.14,2738.19,2132.83,LOSS,-3.76,-4.06,90
ESCORTS,2023-01-09,swing,2095.57,2396.64,2004.59,LOSS,-4.34,-4.64,90
ESCORTS,2023-07-14,swing,2250.12,2809.37,2173.89,WIN,24.85,24.55,90
